genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
AS23ysBPME_214.fna,1567_1,0.050000000000000044,average,ANImf,1567
AS23ysBPME_28.fna,1568_0,0.050000000000000044,average,ANImf,1568
AS08sgBPME_312.fna,1569_1,0.050000000000000044,average,ANImf,1569
AS10tlH2TH_46.fna,1569_1,0.050000000000000044,average,ANImf,1569
AS21ysBPME_117.fna,1569_1,0.050000000000000044,average,ANImf,1569
AS23ysBPME_278.fna,1569_1,0.050000000000000044,average,ANImf,1569
DTU-pt_125.fna,1570_0,0.050000000000000044,average,ANImf,1570
AS23ysBPME_230.fna,1571_0,0.050000000000000044,average,ANImf,1571
AS23ysBPME_143.fna,1572_1,0.050000000000000044,average,ANImf,1572
DTU-pt_095.fna,1572_1,0.050000000000000044,average,ANImf,1572
DTU-pt_084.fna,1573_0,0.050000000000000044,average,ANImf,1573
AS08sgBPME_382.fna,1574_1,0.050000000000000044,average,ANImf,1574
AS21ysBPME_130.fna,1574_1,0.050000000000000044,average,ANImf,1574
AS22ysBPME_219.fna,1574_1,0.050000000000000044,average,ANImf,1574
AS23ysBPME_324.fna,1574_1,0.050000000000000044,average,ANImf,1574
AS08sgBPME_336.fna,1575_1,0.050000000000000044,average,ANImf,1575
AS21ysBPME_24.fna,1575_1,0.050000000000000044,average,ANImf,1575
AS22ysBPME_139.fna,1575_1,0.050000000000000044,average,ANImf,1575
AS23ysBPME_360.fna,1575_1,0.050000000000000044,average,ANImf,1575
AS24abBPME_141.fna,1575_1,0.050000000000000044,average,ANImf,1575
AS26fmACSIPLY_30.fna,1575_1,0.050000000000000044,average,ANImf,1575
DTU-pt_112.fna,1575_1,0.050000000000000044,average,ANImf,1575
AS08sgBPME_212.fna,1576_1,0.050000000000000044,average,ANImf,1576
AS21ysBPME_46.fna,1576_1,0.050000000000000044,average,ANImf,1576
AS23ysBPME_248.fna,1576_1,0.050000000000000044,average,ANImf,1576
AS31mySISU_120.fna,1576_1,0.050000000000000044,average,ANImf,1576
AS08sgBPME_131.fna,1577_0,0.050000000000000044,average,ANImf,1577
AS23ysBPME_247.fna,1578_0,0.050000000000000044,average,ANImf,1578
AS06rmzACSIP_197.fna,1579_1,0.050000000000000044,average,ANImf,1579
AS29adLBPA_42.fna,1579_1,0.050000000000000044,average,ANImf,1579
AS05jafATM_95.fna,1580_1,0.050000000000000044,average,ANImf,1580
AS08sgBPME_26.fna,1580_1,0.050000000000000044,average,ANImf,1580
AS18jrsBPVS_6.fna,1580_1,0.050000000000000044,average,ANImf,1580
AS23ysBPME_178.fna,1580_1,0.050000000000000044,average,ANImf,1580
AS31mySISU_63.fna,1580_1,0.050000000000000044,average,ANImf,1580
AS29adLBPA_139.fna,1581_0,0.050000000000000044,average,ANImf,1581
AS29adLBPA_27.fna,1582_0,0.050000000000000044,average,ANImf,1582
AS09scLD_359.fna,1583_1,0.050000000000000044,average,ANImf,1583
AS20ysBPTH_85.fna,1583_1,0.050000000000000044,average,ANImf,1583
AS06rmzACSIP_354.fna,1584_0,0.050000000000000044,average,ANImf,1584
AS06rmzACSIP_206.fna,1585_0,0.050000000000000044,average,ANImf,1585
AS06rmzACSIP_323.fna,1586_0,0.050000000000000044,average,ANImf,1586
AS04akNAM_71.fna,1587_0,0.050000000000000044,average,ANImf,1587
AS04akNAM_72.fna,1588_0,0.050000000000000044,average,ANImf,1588
AS28xzH2AC_145.fna,1589_1,0.050000000000000044,average,ANImf,1589
AS28xzH2AC_148.fna,1589_1,0.050000000000000044,average,ANImf,1589
AS04akNAM_132.fna,1590_0,0.050000000000000044,average,ANImf,1590
AS09scLD_88.fna,1591_1,0.050000000000000044,average,ANImf,1591
AS31mySISU_117.fna,1591_1,0.050000000000000044,average,ANImf,1591
AS09scLD_108.fna,1592_1,0.050000000000000044,average,ANImf,1592
AS31mySISU_50.fna,1592_1,0.050000000000000044,average,ANImf,1592
DTU-pt_007.fna,1592_1,0.050000000000000044,average,ANImf,1592
AS22ysBPME_114.fna,1593_0,0.050000000000000044,average,ANImf,1593
AS27yjCOA_36.fna,1594_0,0.050000000000000044,average,ANImf,1594
AS08sgBPME_427.fna,1595_1,0.050000000000000044,average,ANImf,1595
AS21ysBPME_339.fna,1595_1,0.050000000000000044,average,ANImf,1595
AS09scLD_416.fna,1596_0,0.050000000000000044,average,ANImf,1596
AS04akNAM_26.fna,1597_1,0.050000000000000044,average,ANImf,1597
AS07pgkLD_122.fna,1597_1,0.050000000000000044,average,ANImf,1597
AS20ysBPTH_40.fna,1598_0,0.050000000000000044,average,ANImf,1598
AS07pgkLD_217.fna,1599_1,0.050000000000000044,average,ANImf,1599
AS09scLD_395.fna,1599_1,0.050000000000000044,average,ANImf,1599
AS31mySISU_144.fna,1599_1,0.050000000000000044,average,ANImf,1599
AS07pgkLD_37.fna,1600_1,0.050000000000000044,average,ANImf,1600
AS08sgBPME_416.fna,1600_1,0.050000000000000044,average,ANImf,1600
AS20ysBPTH_49.fna,1600_1,0.050000000000000044,average,ANImf,1600
AS23ysBPME_225.fna,1600_1,0.050000000000000044,average,ANImf,1600
AS09scLD_242.fna,1601_1,0.050000000000000044,average,ANImf,1601
AS23ysBPME_295.fna,1601_1,0.050000000000000044,average,ANImf,1601
AS09scLD_17.fna,1602_0,0.050000000000000044,average,ANImf,1602
AS09scLD_265.fna,1603_0,0.050000000000000044,average,ANImf,1603
AS06rmzACSIP_266.fna,1604_0,0.050000000000000044,average,ANImf,1604
AS29adLBPA_87.fna,1605_0,0.050000000000000044,average,ANImf,1605
AS09scLD_21.fna,1606_1,0.050000000000000044,average,ANImf,1606
AS20ysBPTH_101.fna,1606_1,0.050000000000000044,average,ANImf,1606
AS09scLD_193.fna,1607_1,0.050000000000000044,average,ANImf,1607
AS13imBPTH_2.fna,1607_1,0.050000000000000044,average,ANImf,1607
AS20ysBPTH_52.fna,1607_1,0.050000000000000044,average,ANImf,1607
AS25fmACSIPFO_25.fna,1607_1,0.050000000000000044,average,ANImf,1607
AS31mySISU_69.fna,1607_1,0.050000000000000044,average,ANImf,1607
AS31mySISU_7.fna,1608_1,0.050000000000000044,average,ANImf,1608
DTU-UNIPD930.fna,1608_1,0.050000000000000044,average,ANImf,1608
DTU-pt_129.fna,1609_0,0.050000000000000044,average,ANImf,1609
AS07pgkLD_174.fna,1610_1,0.050000000000000044,average,ANImf,1610
AS09scLD_203.fna,1610_1,0.050000000000000044,average,ANImf,1610
AS15tlH2ME_204.fna,1610_1,0.050000000000000044,average,ANImf,1610
AS20ysBPTH_70.fna,1610_1,0.050000000000000044,average,ANImf,1610
AS28xzH2AC_135.fna,1610_1,0.050000000000000044,average,ANImf,1610
AS28xzH2AC_77.fna,1610_1,0.050000000000000044,average,ANImf,1610
AS31mySISU_13.fna,1610_1,0.050000000000000044,average,ANImf,1610
AS4GglBPBL_29.fna,1610_1,0.050000000000000044,average,ANImf,1610
AS4IglBPLE_29.fna,1610_1,0.050000000000000044,average,ANImf,1610
AS4JglBPFI_29.fna,1610_1,0.050000000000000044,average,ANImf,1610
DTU-UNIPD921.fna,1610_1,0.050000000000000044,average,ANImf,1610
DTU-pt_143.fna,1610_1,0.050000000000000044,average,ANImf,1610
AS09scLD_55.fna,1611_1,0.050000000000000044,average,ANImf,1611
AS15tlH2ME_63.fna,1611_1,0.050000000000000044,average,ANImf,1611
AS08sgBPME_117.fna,1612_1,0.050000000000000044,average,ANImf,1612
AS21ysBPME_77.fna,1612_1,0.050000000000000044,average,ANImf,1612
AS20ysBPTH_78.fna,1613_0,0.050000000000000044,average,ANImf,1613
AS23ysBPME_109.fna,1614_1,0.050000000000000044,average,ANImf,1614
AS31mySISU_6.fna,1614_1,0.050000000000000044,average,ANImf,1614
AS31mySISU_3.fna,1615_0,0.050000000000000044,average,ANImf,1615
AS23ysBPME_60.fna,1616_0,0.050000000000000044,average,ANImf,1616
AS23ysBPME_133.fna,1617_1,0.050000000000000044,average,ANImf,1617
AS31mySISU_96.fna,1617_1,0.050000000000000044,average,ANImf,1617
AS05jafATM_44.fna,1618_1,0.050000000000000044,average,ANImf,1618
AS23ysBPME_338.fna,1618_1,0.050000000000000044,average,ANImf,1618
AS05jafATM_66.fna,1619_1,0.050000000000000044,average,ANImf,1619
AS23ysBPME_95.fna,1619_1,0.050000000000000044,average,ANImf,1619
AS31mySISU_22.fna,1619_1,0.050000000000000044,average,ANImf,1619
AS23ysBPME_266.fna,1620_0,0.050000000000000044,average,ANImf,1620
AS23ysBPME_326.fna,1621_0,0.050000000000000044,average,ANImf,1621
DTU-pt_068.fna,1622_0,0.050000000000000044,average,ANImf,1622
AS01afH2WH_54.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS02xzSISU_43.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS04akNAM_91.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS05jafATM_65.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS07pgkLD_82.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS08sgBPME_154.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS09scLD_269.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS15tlH2ME_230.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS20ysBPTH_58.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS21ysBPME_265.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS22ysBPME_312.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS23ysBPME_296.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS25fmACSIPFO_108.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS28xzH2AC_109.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS28xzH2AC_117.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS28xzH2AC_57.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS31mySISU_136.fna,1623_1,0.050000000000000044,average,ANImf,1623
DTU-UNIPD941.fna,1623_1,0.050000000000000044,average,ANImf,1623
DTU-pt_174.fna,1623_1,0.050000000000000044,average,ANImf,1623
AS20ysBPTH_106.fna,1624_0,0.050000000000000044,average,ANImf,1624
AS06rmzACSIP_4.fna,1625_1,0.050000000000000044,average,ANImf,1625
AS08sgBPME_53.fna,1625_1,0.050000000000000044,average,ANImf,1625
AS10tlH2TH_401.fna,1625_1,0.050000000000000044,average,ANImf,1625
AS21ysBPME_171.fna,1625_1,0.050000000000000044,average,ANImf,1625
AS22ysBPME_26.fna,1625_1,0.050000000000000044,average,ANImf,1625
AS29adLBPA_48.fna,1625_1,0.050000000000000044,average,ANImf,1625
AS27yjCOA_164.fna,1626_0,0.050000000000000044,average,ANImf,1626
AS27yjCOA_181.fna,1627_0,0.050000000000000044,average,ANImf,1627
AS06rmzACSIP_622.fna,1628_0,0.050000000000000044,average,ANImf,1628
AS10tlH2TH_125.fna,1629_0,0.050000000000000044,average,ANImf,1629
AS08sgBPME_328.fna,1630_1,0.050000000000000044,average,ANImf,1630
AS09scLD_131.fna,1630_1,0.050000000000000044,average,ANImf,1630
AS15tlH2ME_21.fna,1630_1,0.050000000000000044,average,ANImf,1630
AS20ysBPTH_97.fna,1630_1,0.050000000000000044,average,ANImf,1630
AS23ysBPME_268.fna,1630_1,0.050000000000000044,average,ANImf,1630
AS25fmACSIPFO_56.fna,1630_1,0.050000000000000044,average,ANImf,1630
AS31mySISU_72.fna,1630_1,0.050000000000000044,average,ANImf,1630
AS04akNAM_60.fna,1631_1,0.050000000000000044,average,ANImf,1631
AS07pgkLD_127.fna,1631_1,0.050000000000000044,average,ANImf,1631
AS28xzH2AC_131.fna,1631_1,0.050000000000000044,average,ANImf,1631
AS28xzH2AC_80.fna,1631_1,0.050000000000000044,average,ANImf,1631
AS31mySISU_65.fna,1631_1,0.050000000000000044,average,ANImf,1631
AS09scLD_95.fna,1632_1,0.050000000000000044,average,ANImf,1632
AS15tlH2ME_178.fna,1632_1,0.050000000000000044,average,ANImf,1632
AS28xzH2AC_29.fna,1632_1,0.050000000000000044,average,ANImf,1632
AS28xzH2AC_59.fna,1632_1,0.050000000000000044,average,ANImf,1632
AS31mySISU_91.fna,1632_1,0.050000000000000044,average,ANImf,1632
AS09scLD_252.fna,1633_1,0.050000000000000044,average,ANImf,1633
AS15tlH2ME_17.fna,1633_1,0.050000000000000044,average,ANImf,1633
AS20ysBPTH_113.fna,1633_1,0.050000000000000044,average,ANImf,1633
AS23ysBPME_189.fna,1633_1,0.050000000000000044,average,ANImf,1633
AS07pgkLD_176.fna,1633_2,0.050000000000000044,average,ANImf,1633
AS09scLD_362.fna,1633_2,0.050000000000000044,average,ANImf,1633
AS31mySISU_4.fna,1633_2,0.050000000000000044,average,ANImf,1633
DTU-UNIPD971.fna,1633_2,0.050000000000000044,average,ANImf,1633
AS05jafATM_107.fna,1634_1,0.050000000000000044,average,ANImf,1634
AS23ysBPME_168.fna,1634_1,0.050000000000000044,average,ANImf,1634
AS31mySISU_56.fna,1634_1,0.050000000000000044,average,ANImf,1634
AS29adLBPA_84.fna,1635_0,0.050000000000000044,average,ANImf,1635
AS28xzH2AC_31.fna,1636_1,0.050000000000000044,average,ANImf,1636
AS28xzH2AC_56.fna,1636_1,0.050000000000000044,average,ANImf,1636
AS02xzSISU_54.fna,1637_1,0.050000000000000044,average,ANImf,1637
AS09scLD_310.fna,1637_1,0.050000000000000044,average,ANImf,1637
AS31mySISU_43.fna,1637_1,0.050000000000000044,average,ANImf,1637
DTU-pt_183.fna,1637_1,0.050000000000000044,average,ANImf,1637
DTU-pt_031.fna,1638_0,0.050000000000000044,average,ANImf,1638
AS08sgBPME_20.fna,1639_1,0.050000000000000044,average,ANImf,1639
AS09scLD_241.fna,1639_1,0.050000000000000044,average,ANImf,1639
AS15tlH2ME_171.fna,1639_1,0.050000000000000044,average,ANImf,1639
AS20ysBPTH_17.fna,1639_1,0.050000000000000044,average,ANImf,1639
AS08sgBPME_134.fna,1640_0,0.050000000000000044,average,ANImf,1640
AS09scLD_171.fna,1641_1,0.050000000000000044,average,ANImf,1641
AS20ysBPTH_116.fna,1641_1,0.050000000000000044,average,ANImf,1641
AS07pgkLD_67.fna,1642_1,0.050000000000000044,average,ANImf,1642
AS09scLD_201.fna,1642_1,0.050000000000000044,average,ANImf,1642
AS15tlH2ME_148.fna,1642_1,0.050000000000000044,average,ANImf,1642
AS23ysBPME_57.fna,1642_1,0.050000000000000044,average,ANImf,1642
AS25fmACSIPFO_100.fna,1642_1,0.050000000000000044,average,ANImf,1642
AS31mySISU_15.fna,1642_1,0.050000000000000044,average,ANImf,1642
AS23ysBPME_287.fna,1643_0,0.050000000000000044,average,ANImf,1643
AS06rmzACSIP_228.fna,1644_1,0.050000000000000044,average,ANImf,1644
AS10tlH2TH_379.fna,1644_1,0.050000000000000044,average,ANImf,1644
AS29adLBPA_166.fna,1644_1,0.050000000000000044,average,ANImf,1644
AS06rmzACSIP_457.fna,1645_1,0.050000000000000044,average,ANImf,1645
AS29adLBPA_43.fna,1645_2,0.050000000000000044,average,ANImf,1645
AS23ysBPME_120.fna,1646_0,0.050000000000000044,average,ANImf,1646
AS27yjCOA_144.fna,1647_0,0.050000000000000044,average,ANImf,1647
AS4DglBPLU_12.fna,1648_0,0.050000000000000044,average,ANImf,1648
AS07pgkLD_162.fna,1649_1,0.050000000000000044,average,ANImf,1649
AS08sgBPME_324.fna,1649_1,0.050000000000000044,average,ANImf,1649
AS09scLD_38.fna,1649_1,0.050000000000000044,average,ANImf,1649
AS10tlH2TH_279.fna,1649_1,0.050000000000000044,average,ANImf,1649
AS21ysBPME_292.fna,1649_1,0.050000000000000044,average,ANImf,1649
AS21ysBPME_183.fna,1650_0,0.050000000000000044,average,ANImf,1650
AS08sgBPME_30.fna,1651_1,0.050000000000000044,average,ANImf,1651
AS21ysBPME_147.fna,1651_1,0.050000000000000044,average,ANImf,1651
AS22ysBPME_270.fna,1651_1,0.050000000000000044,average,ANImf,1651
AS23ysBPME_118.fna,1651_1,0.050000000000000044,average,ANImf,1651
AS08sgBPME_232.fna,1651_2,0.050000000000000044,average,ANImf,1651
AS08sgBPME_24.fna,1652_1,0.050000000000000044,average,ANImf,1652
AS22ysBPME_10.fna,1652_1,0.050000000000000044,average,ANImf,1652
AS21ysBPME_22.fna,1653_0,0.050000000000000044,average,ANImf,1653
AS06rmzACSIP_562.fna,1654_1,0.050000000000000044,average,ANImf,1654
AS07pgkLD_114.fna,1654_1,0.050000000000000044,average,ANImf,1654
AS09scLD_213.fna,1654_1,0.050000000000000044,average,ANImf,1654
AS10tlH2TH_177.fna,1654_1,0.050000000000000044,average,ANImf,1654
AS15tlH2ME_220.fna,1654_1,0.050000000000000044,average,ANImf,1654
AS22ysBPME_242.fna,1654_1,0.050000000000000044,average,ANImf,1654
DTU-UNIPD955.fna,1654_1,0.050000000000000044,average,ANImf,1654
AS09scLD_60.fna,1655_0,0.050000000000000044,average,ANImf,1655
AS27yjCOA_149.fna,1656_0,0.050000000000000044,average,ANImf,1656
AS27yjCOA_29.fna,1657_0,0.050000000000000044,average,ANImf,1657
AS22ysBPME_249.fna,1658_0,0.050000000000000044,average,ANImf,1658
AS27yjCOA_151.fna,1659_0,0.050000000000000044,average,ANImf,1659
AS08sgBPME_266.fna,1660_1,0.050000000000000044,average,ANImf,1660
AS21ysBPME_111.fna,1660_1,0.050000000000000044,average,ANImf,1660
AS08sgBPME_186.fna,1661_1,0.050000000000000044,average,ANImf,1661
AS21ysBPME_254.fna,1661_1,0.050000000000000044,average,ANImf,1661
AS08sgBPME_347.fna,1662_1,0.050000000000000044,average,ANImf,1662
AS21ysBPME_208.fna,1662_1,0.050000000000000044,average,ANImf,1662
AS23ysBPME_19.fna,1663_0,0.050000000000000044,average,ANImf,1663
AS04akNAM_79.fna,1664_0,0.050000000000000044,average,ANImf,1664
AS06rmzACSIP_135.fna,1665_0,0.050000000000000044,average,ANImf,1665
AS05jafATM_71.fna,1666_1,0.050000000000000044,average,ANImf,1666
AS2HglBPFA_24.fna,1666_1,0.050000000000000044,average,ANImf,1666
AS31mySISU_126.fna,1667_0,0.050000000000000044,average,ANImf,1667
AS05jafATM_45.fna,1668_0,0.050000000000000044,average,ANImf,1668
AS05jafATM_92.fna,1669_0,0.050000000000000044,average,ANImf,1669
AS08sgBPME_244.fna,1670_1,0.050000000000000044,average,ANImf,1670
AS09scLD_158.fna,1670_1,0.050000000000000044,average,ANImf,1670
AS15tlH2ME_61.fna,1670_1,0.050000000000000044,average,ANImf,1670
AS20ysBPTH_142.fna,1670_1,0.050000000000000044,average,ANImf,1670
AS25fmACSIPFO_15.fna,1670_1,0.050000000000000044,average,ANImf,1670
AS31mySISU_108.fna,1670_1,0.050000000000000044,average,ANImf,1670
DTU-pt_100.fna,1670_1,0.050000000000000044,average,ANImf,1670
AS04akNAM_29.fna,1671_1,0.050000000000000044,average,ANImf,1671
AS31mySISU_139.fna,1671_1,0.050000000000000044,average,ANImf,1671
AS04akNAM_17.fna,1672_0,0.050000000000000044,average,ANImf,1672
AS06rmzACSIP_429.fna,1673_0,0.050000000000000044,average,ANImf,1673
AS27yjCOA_75.fna,1674_0,0.050000000000000044,average,ANImf,1674
AS4BglBPHE_15.fna,1675_0,0.050000000000000044,average,ANImf,1675
AS02xzSISU_34.fna,1676_1,0.050000000000000044,average,ANImf,1676
AS09scLD_26.fna,1676_1,0.050000000000000044,average,ANImf,1676
AS15tlH2ME_28.fna,1676_1,0.050000000000000044,average,ANImf,1676
AS25fmACSIPFO_31.fna,1676_1,0.050000000000000044,average,ANImf,1676
AS28xzH2AC_114.fna,1676_1,0.050000000000000044,average,ANImf,1676
AS28xzH2AC_127.fna,1676_1,0.050000000000000044,average,ANImf,1676
AS28xzH2AC_54.fna,1676_1,0.050000000000000044,average,ANImf,1676
AS04akNAM_77.fna,1677_0,0.050000000000000044,average,ANImf,1677
AS08sgBPME_276.fna,1678_0,0.050000000000000044,average,ANImf,1678
AS04akNAM_117.fna,1679_0,0.050000000000000044,average,ANImf,1679
AS07pgkLD_180.fna,1680_1,0.050000000000000044,average,ANImf,1680
AS09scLD_122.fna,1680_1,0.050000000000000044,average,ANImf,1680
AS22ysBPME_318.fna,1681_1,0.050000000000000044,average,ANImf,1681
AS23ysBPME_184.fna,1681_1,0.050000000000000044,average,ANImf,1681
AS28xzH2AC_107.fna,1682_1,0.050000000000000044,average,ANImf,1682
AS28xzH2AC_73.fna,1682_1,0.050000000000000044,average,ANImf,1682
AS04akNAM_124.fna,1683_0,0.050000000000000044,average,ANImf,1683
AS28xzH2AC_14.fna,1684_1,0.050000000000000044,average,ANImf,1684
AS28xzH2AC_91.fna,1684_1,0.050000000000000044,average,ANImf,1684
AS04akNAM_21.fna,1685_0,0.050000000000000044,average,ANImf,1685
AS01afH2WH_20.fna,1686_1,0.050000000000000044,average,ANImf,1686
AS02xzSISU_20.fna,1686_1,0.050000000000000044,average,ANImf,1686
AS16jrsBPLL_31.fna,1686_1,0.050000000000000044,average,ANImf,1686
AS26fmACSIPLY_19.fna,1686_1,0.050000000000000044,average,ANImf,1686
AS2HglBPFA_17.fna,1686_1,0.050000000000000044,average,ANImf,1686
AS01afH2WH_16.fna,1687_1,0.050000000000000044,average,ANImf,1687
AS02xzSISU_15.fna,1687_1,0.050000000000000044,average,ANImf,1687
AS07pgkLD_97.fna,1687_1,0.050000000000000044,average,ANImf,1687
AS09scLD_390.fna,1687_1,0.050000000000000044,average,ANImf,1687
AS15tlH2ME_86.fna,1687_1,0.050000000000000044,average,ANImf,1687
AS20ysBPTH_151.fna,1687_1,0.050000000000000044,average,ANImf,1687
AS25fmACSIPFO_21.fna,1687_1,0.050000000000000044,average,ANImf,1687
AS26fmACSIPLY_10.fna,1687_1,0.050000000000000044,average,ANImf,1687
AS28xzH2AC_11.fna,1687_1,0.050000000000000044,average,ANImf,1687
AS28xzH2AC_152.fna,1687_1,0.050000000000000044,average,ANImf,1687
AS28xzH2AC_46.fna,1687_1,0.050000000000000044,average,ANImf,1687
AS31mySISU_116.fna,1687_1,0.050000000000000044,average,ANImf,1687
AS4FglBPSI_20.fna,1687_1,0.050000000000000044,average,ANImf,1687
AS4GglBPBL_4.fna,1687_1,0.050000000000000044,average,ANImf,1687
AS4IglBPLE_7.fna,1687_1,0.050000000000000044,average,ANImf,1687
AS4JglBPFI_3.fna,1687_1,0.050000000000000044,average,ANImf,1687
DTU-UNIPD974.fna,1687_1,0.050000000000000044,average,ANImf,1687
DTU-pt_039.fna,1687_1,0.050000000000000044,average,ANImf,1687
AS08sgBPME_371.fna,1688_1,0.050000000000000044,average,ANImf,1688
AS09scLD_335.fna,1688_1,0.050000000000000044,average,ANImf,1688
AS15tlH2ME_85.fna,1688_1,0.050000000000000044,average,ANImf,1688
AS08sgBPME_389.fna,1689_0,0.050000000000000044,average,ANImf,1689
AS08sgBPME_372.fna,1690_0,0.050000000000000044,average,ANImf,1690
AS04akNAM_61.fna,1691_0,0.050000000000000044,average,ANImf,1691
AS16jrsBPLL_11.fna,1692_0,0.050000000000000044,average,ANImf,1692
AS10tlH2TH_339.fna,1693_0,0.050000000000000044,average,ANImf,1693
AS26fmACSIPLY_51.fna,1694_0,0.050000000000000044,average,ANImf,1694
AS27yjCOA_160.fna,1695_0,0.050000000000000044,average,ANImf,1695
AS10tlH2TH_26.fna,1696_0,0.050000000000000044,average,ANImf,1696
AS27yjCOA_205.fna,1697_0,0.050000000000000044,average,ANImf,1697
AS29adLBPA_79.fna,1698_0,0.050000000000000044,average,ANImf,1698
AS08sgBPME_167.fna,1699_1,0.050000000000000044,average,ANImf,1699
AS09scLD_365.fna,1699_1,0.050000000000000044,average,ANImf,1699
AS10tlH2TH_53.fna,1699_1,0.050000000000000044,average,ANImf,1699
AS21ysBPME_1.fna,1699_1,0.050000000000000044,average,ANImf,1699
DTU-UNIPD963.fna,1699_1,0.050000000000000044,average,ANImf,1699
AS10tlH2TH_62.fna,1700_0,0.050000000000000044,average,ANImf,1700
AS07pgkLD_84.fna,1701_1,0.050000000000000044,average,ANImf,1701
AS09scLD_133.fna,1701_1,0.050000000000000044,average,ANImf,1701
AS10tlH2TH_362.fna,1701_1,0.050000000000000044,average,ANImf,1701
AS15tlH2ME_127.fna,1701_1,0.050000000000000044,average,ANImf,1701
AS01afH2WH_9.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS02xzSISU_61.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS04akNAM_95.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS05jafATM_28.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS07pgkLD_155.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS08sgBPME_468.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS09scLD_12.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS10tlH2TH_41.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS15tlH2ME_41.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS20ysBPTH_127.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS21ysBPME_90.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS22ysBPME_117.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS23ysBPME_329.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS24abBPME_120.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS25fmACSIPFO_26.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS28xzH2AC_104.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS28xzH2AC_116.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS2HglBPFA_3.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS31mySISU_18.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS4FglBPSI_15.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS4GglBPBL_5.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS4IglBPLE_2.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS4JglBPFI_9.fna,1702_1,0.050000000000000044,average,ANImf,1702
DTU-UNIPD964.fna,1702_1,0.050000000000000044,average,ANImf,1702
DTU-pt_055.fna,1702_1,0.050000000000000044,average,ANImf,1702
AS08sgBPME_141.fna,1703_1,0.050000000000000044,average,ANImf,1703
AS09scLD_315.fna,1703_1,0.050000000000000044,average,ANImf,1703
AS15tlH2ME_22.fna,1703_1,0.050000000000000044,average,ANImf,1703
AS20ysBPTH_29.fna,1703_1,0.050000000000000044,average,ANImf,1703
AS23ysBPME_179.fna,1703_1,0.050000000000000044,average,ANImf,1703
AS08sgBPME_288.fna,1704_1,0.050000000000000044,average,ANImf,1704
AS21ysBPME_34.fna,1704_1,0.050000000000000044,average,ANImf,1704
AS27yjCOA_44.fna,1705_0,0.050000000000000044,average,ANImf,1705
AS07pgkLD_90.fna,1706_1,0.050000000000000044,average,ANImf,1706
AS09scLD_85.fna,1706_1,0.050000000000000044,average,ANImf,1706
AS15tlH2ME_91.fna,1706_1,0.050000000000000044,average,ANImf,1706
AS20ysBPTH_153.fna,1706_1,0.050000000000000044,average,ANImf,1706
AS07pgkLD_207.fna,1707_1,0.050000000000000044,average,ANImf,1707
AS08sgBPME_32.fna,1707_1,0.050000000000000044,average,ANImf,1707
AS09scLD_22.fna,1707_1,0.050000000000000044,average,ANImf,1707
AS10tlH2TH_147.fna,1707_1,0.050000000000000044,average,ANImf,1707
AS15tlH2ME_99.fna,1707_1,0.050000000000000044,average,ANImf,1707
AS20ysBPTH_72.fna,1707_1,0.050000000000000044,average,ANImf,1707
AS21ysBPME_36.fna,1707_1,0.050000000000000044,average,ANImf,1707
AS22ysBPME_177.fna,1707_1,0.050000000000000044,average,ANImf,1707
AS23ysBPME_236.fna,1707_1,0.050000000000000044,average,ANImf,1707
